0,2,2,189
0,5,2,126
0,6,2,69
0,7,2,82
0,9,1,66
0,10,1,59
0,11,9,86
0,13,2,95
0,20,1,80
0,21,1,70
0,24,3,86
0,25,1,37
0,27,2,129
0,29,2,64
0,40,3,60
0,41,4,114
0,42,3,70
0,43,1,36
0,44,1,55
0,45,1,32
0,46,1,42
0,47,1,56
0,49,2,52
0,50,1,55
0,52,1,50
0,54,1,46
0,55,1,46
0,56,1,55
0,58,1,32
0,59,1,44
0,65,4,95
0,66,4,71
0,68,1,24
0,73,2,56
0,76,10,65
0,78,3,36
0,80,1,47
0,84,2,39
0,87,1,30
0,95,2,70
0,96,2,38
0,97,1,27
0,102,1,44
0,108,1,31
0,115,1,20
0,120,1,29
0,121,9,84
0,127,1,36
0,128,1,32
0,131,1,14
0,134,1,23
0,137,1,33
0,141,1,27
0,144,1,20
0,146,1,22
0,150,1,48
0,155,1,43
0,177,1,33
0,191,1,27
0,200,1,26
0,201,1,22
0,204,2,37
0,210,1,33
0,213,1,12
0,222,4,36
0,239,1,15
0,240,1,32
0,243,1,10
0,260,1,19
0,265,1,31
0,271,1,34
0,272,1,53
0,274,1,17
0,280,1,18
0,304,1,33
0,306,3,79
0,307,1,10
0,314,1,15
0,323,1,61
0,326,1,61
0,338,2,23
0,350,1,14
0,353,2,28
0,354,1,47
0,358,1,10
0,365,1,12
0,371,1,57
0,387,1,22
0,398,2,7
0,400,1,13
0,408,1,10
0,409,1,12
0,417,1,13
0,419,1,8
0,426,2,45
0,427,1,13
0,433,1,9
0,435,2,15
0,436,1,30
0,439,4,70
0,447,1,11
0,449,1,22
0,463,1,9
0,496,1,8
0,503,1,14
0,507,1,37
0,510,1,14
0,518,1,17
0,519,1,22
0,542,2,34
0,549,2,24
0,559,1,36
0,567,1,10
0,570,1,5
0,578,1,7
0,580,1,45
0,581,1,13
0,582,1,5
0,588,1,19
0,593,1,9
0,607,1,19
0,609,1,16
0,620,1,5
0,635,1,39
0,636,1,12
0,637,1,10
0,661,1,19
0,662,1,11
0,674,1,17
0,693,1,5
0,694,1,15
0,699,1,18
0,701,1,3
0,713,1,10
0,730,1,28
0,741,1,11
0,773,1,12
0,803,3,33
0,823,2,19
0,836,1,3
0,844,1,15
0,861,2,17
0,862,6,47
0,876,1,12
0,883,1,19
0,902,1,9
0,912,1,16
0,928,1,8
0,946,1,11
0,952,1,14
0,979,2,12
0,990,1,6
1,7,1,88
1,8,1,112
1,10,3,90
1,11,2,80
1,13,1,124
1,20,1,69
1,24,2,73
1,27,1,156
1,33,1,66
1,44,1,87
1,50,1,74
1,57,1,209
1,58,1,41
1,61,1,29
1,65,1,53
1,72,1,42
1,73,1,36
1,102,1,57
1,120,1,19
1,121,1,49
1,132,1,41
1,140,1,31
1,145,1,35
1,157,1,45
1,168,1,30
1,181,2,34
1,182,1,30
1,191,1,28
1,193,1,33
1,201,2,37
1,202,1,28
1,205,1,47
1,229,1,22
1,239,1,21
1,253,1,17
1,272,1,124
1,274,1,31
1,310,1,35
1,338,1,41
1,357,1,6
1,426,2,81
1,452,1,12
1,466,1,23
1,513,4,84
1,525,1,8
1,577,1,7
1,594,1,13
1,615,1,5
1,683,1,21
1,704,1,11
1,780,1,12
1,792,1,27
1,796,2,15
1,803,3,32
1,829,1,4
1,831,3,53
1,857,1,6
1,872,1,11
1,914,1,67
1,936,1,18
1,948,3,28
1,982,1,8
2,3,1,115
2,5,7,93
2,7,1,124
2,8,1,89
2,9,1,94
2,11,4,103
2,12,1,49
2,13,3,127
2,15,3,63
2,19,1,76
2,20,3,94
2,21,2,79
2,22,4,118
2,23,1,52
2,25,3,61
2,26,1,46
2,27,1,164
2,29,1,76
2,33,5,167
2,40,1,52
2,41,5,229
2,42,1,103
2,43,1,58
2,45,2,40
2,46,2,54
2,47,2,54
2,48,1,69
2,54,1,45
2,55,3,83
2,56,1,92
2,58,2,60
2,62,4,64
2,64,1,71
2,65,1,161
2,67,3,48
2,69,1,67
2,73,1,69
2,78,2,37
2,84,3,39
2,85,1,23
2,87,3,39
2,88,1,47
2,91,1,43
2,95,14,235
2,97,1,20
2,98,2,71
2,100,1,54
2,102,2,62
2,103,1,51
2,108,3,71
2,111,3,65
2,112,1,23
2,115,1,41
2,117,7,94
2,118,1,4
2,122,3,17
2,124,1,15
2,131,1,18
2,134,3,66
2,135,1,35
2,137,1,35
2,138,1,52
2,141,2,27
2,150,10,216
2,155,2,98
2,162,2,82
2,166,1,23
2,168,1,32
2,169,1,52
2,171,1,85
2,181,1,15
2,183,1,12
2,186,1,17
2,189,1,27
2,190,2,33
2,198,2,77
2,199,1,26
2,204,2,65
2,205,3,107
2,207,1,36
2,209,1,74
2,213,1,18
2,225,1,31
2,239,1,44
2,244,1,16
2,257,5,87
2,267,1,26
2,268,2,28
2,270,1,19
2,271,1,33
2,272,1,75
2,275,1,11
2,285,1,30
2,292,1,23
2,297,1,19
2,300,1,18
2,302,1,13
2,311,1,14
2,313,1,2
2,314,1,11
2,320,1,23
2,324,1,46
2,326,1,135
2,329,10,94
2,330,4,116
2,338,1,27
2,353,1,15
2,354,3,65
2,360,1,12
2,371,11,131
2,374,1,13
2,383,1,9
2,387,1,33
2,388,1,24
2,390,3,53
2,408,2,19
2,420,2,51
2,426,2,68
2,434,1,19
2,437,1,41
2,439,1,62
2,443,1,35
2,447,1,11
2,449,1,35
2,453,1,22
2,456,2,26
2,457,1,81
2,475,2,46
2,482,1,13
2,486,1,6
2,487,1,17
2,492,1,13
2,503,2,26
2,507,10,147
2,509,2,16
2,518,1,19
