0,876,1,27
0,878,1,10
0,883,1,42
0,885,1,26
0,890,1,52
0,902,1,23
0,908,1,21
0,910,1,17
0,912,2,37
0,923,1,39
0,924,1,14
0,926,1,13
0,927,1,30
0,928,1,25
0,937,1,27
0,946,1,32
0,948,1,31
0,952,3,34
0,979,3,30
0,990,1,23
1,2,1,262
1,5,2,100
1,6,1,97
1,7,2,215
1,8,3,214
1,10,5,182
1,11,4,151
1,12,1,129
1,13,5,244
1,20,1,131
1,24,4,143
1,27,1,277
1,29,1,110
1,33,2,152
1,41,1,228
1,42,1,151
1,44,4,152
1,45,1,77
1,47,1,95
1,50,2,145
1,51,1,75
1,57,1,301
1,58,2,89
1,60,2,101
1,61,2,68
1,65,1,101
1,68,1,85
1,72,1,134
1,73,2,94
1,79,1,112
1,87,1,61
1,95,1,89
1,102,1,107
1,106,1,188
1,113,2,130
1,116,1,46
1,120,1,61
1,121,1,74
1,132,1,79
1,135,1,78
1,140,2,71
1,145,2,78
1,151,1,26
1,157,2,93
1,168,1,71
1,181,6,70
1,182,1,81
1,186,1,76
1,190,1,51
1,191,3,123
1,192,1,18
1,193,2,64
1,201,4,74
1,202,1,53
1,205,1,102
1,217,1,79
1,219,1,52
1,223,1,33
1,229,1,50
1,230,1,65
1,232,1,23
1,239,1,44
1,244,1,45
1,248,1,28
1,253,1,31
1,272,1,147
1,273,1,39
1,274,1,50
1,310,1,69
1,320,1,45
1,338,1,74
1,342,1,29
1,357,1,23
1,373,1,26
1,412,1,26
1,426,2,106
1,439,1,104
1,452,1,24
1,466,1,56
1,468,1,33
1,478,1,33
1,495,1,22
1,511,1,11
1,513,5,110
1,521,1,26
1,525,1,20
1,537,1,20
1,559,1,51
1,573,1,43
1,577,1,11
1,594,1,21
1,606,1,23
1,615,1,23
1,616,1,16
1,618,2,26
1,625,1,43
1,643,1,18
1,645,1,36
1,661,1,22
1,674,1,36
1,683,1,36
1,704,1,20
1,722,1,28
1,745,1,27
1,774,2,30
1,780,1,20
1,792,1,60
1,796,2,44
1,803,6,66
1,829,1,13
1,831,3,71
1,857,1,17
1,872,1,26
1,909,1,11
1,914,1,87
1,919,1,18
1,936,1,34
1,948,8,76
1,963,1,53
1,972,1,17
1,973,1,6
1,982,1,15
2,3,2,304
2,5,14,219
2,6,1,141
2,7,9,387
2,8,1,220
2,9,5,265
2,10,1,150
2,11,11,234
2,12,1,140
2,13,7,298
2,15,4,159
2,19,1,170
2,20,4,208
2,21,7,177
2,22,5,265
2,23,2,203
2,24,1,172
2,25,7,150
2,26,1,99
2,27,3,379
2,29,3,157
2,33,10,402
2,34,1,150
2,38,1,72
2,40,2,131
2,41,9,468
2,42,5,237
2,43,1,176
2,44,1,149
2,45,3,86
2,46,2,113
2,47,7,139
2,48,2,129
2,49,5,184
2,52,2,187
2,54,2,122
2,55,5,188
2,56,6,189
2,57,1,212
2,58,5,145
2,60,4,106
2,61,1,76
2,62,8,150
2,64,1,190
2,65,5,305
2,66,2,134
2,67,3,112
2,68,1,83
2,69,2,130
2,72,1,94
2,73,1,187
2,74,1,44
2,78,4,97
2,80,1,246
2,82,2,114
2,84,3,104
2,85,1,52
2,87,9,109
2,88,2,94
2,90,1,12
2,91,2,84
2,95,26,510
2,97,1,70
2,98,3,160
2,100,1,93
2,102,5,145
2,103,1,126
2,104,1,95
2,106,1,201
2,108,4,185
2,111,5,153
2,112,1,97
2,113,1,113
2,115,1,99
2,117,8,202
2,118,1,22
2,120,2,63
2,121,1,125
2,122,4,68
2,124,2,40
2,126,3,133
2,127,1,90
2,131,2,54
2,134,3,137
2,135,2,78
2,137,3,88
2,138,3,145
2,141,4,55
2,143,1,84
2,150,21,455
2,155,5,225
2,162,3,184
2,166,1,43
2,168,3,89
2,169,1,106
2,171,1,136
2,176,1,113
2,178,2,54
2,181,2,38
2,182,1,79
2,183,1,38
2,186,2,72
2,189,1,68
2,190,2,90
2,191,2,98
2,196,1,46
2,198,3,170
2,199,1,65
2,200,1,68
2,203,1,40
2,204,3,153
2,205,8,256
2,207,3,100
2,209,2,119
2,210,1,89
2,212,1,106
2,213,2,39
2,223,1,51
2,225,2,75
2,229,1,61
2,236,1,55
2,237,1,62
2,238,1,149
2,239,4,71
2,241,1,46
2,243,3,60
2,244,1,55
2,245,1,42
2,253,1,49
2,257,8,220
2,267,2,65
2,268,4,71
2,270,1,29
2,271,3,104
2,272,2,109
2,274,1,44
2,275,1,31
2,276,1,34
2,277,1,54
2,283,1,23
2,285,2,62
2,292,1,46
2,297,1,51
2,299,1,17
2,300,2,45
2,302,1,37
2,304,1,96
2,307,1,35
2,311,1,36
2,312,3,122
2,313,1,12
2,314,2,41
2,320,6,96
2,324,1,79
2,326,2,200
2,329,14,184
2,330,10,253
2,334,1,72
2,335,1,34
2,338,1,60
2,339,1,80
2,342,2,42
2,345,1,193
2,350,1,41
2,352,1,88
2,353,1,43
2,354,6,155
2,360,1,33
2,363,1,50
2,364,1,4
2,368,1,29
2,370,1,83
2,371,17,241
2,374,1,29
2,383,1,28
2,387,1,73
2,388,1,59
2,390,4,102
2,401,1,44
2,408,3,39
2,411,1,11
2,414,1,41
2,415,1,28
2,420,3,86
2,423,1,63
2,426,2,104
2,430,1,59
2,434,1,57
2,437,2,99
2,439,1,102
2,443,1,128
2,447,1,60
2,449,2,96
2,450,1,65
2,451,1,40
2,453,2,70
2,456,2,68
2,457,2,147
2,458,1,69
2,466,1,48
2,468,1,62
2,470,1,35
2,474,1,15
2,475,3,90
2,482,1,31
2,483,1,43
2,486,1,10
2,487,1,41
2,488,1,38
2,492,1,49
2,493,1,59
2,494,2,49
2,496,1,34
2,500,1,112
2,501,1,30
2,503,2,50
2,507,21,294
2,509,2,34
2,515,1,16
2,518,3,43
2,521,1,31
2,522,1,74
2,523,1,23
2,527,1,14
2,532,1,16
2,533,1,49
2,541,1,70
2,542,10,198
2,547,1,81
2,550,1,26
2,552,3,63
2,553,1,80
2,556,4,71
2,557,1,69
2,559,7,107
2,560,1,30
2,568,1,57
2,572,3,56
2,573,2,50
2,576,1,41
2,577,1,16
2,579,1,19
2,580,2,91
2,588,2,57
2,593,1,28
2,602,1,23
2,603,1,81
2,607,1,33
2,611,1,28
2,617,5,82
2,619,1,18
2,629,1,25
2,640,1,47
2,643,1,15
2,644,3,98
2,648,1,25
2,655,1,42
2,658,1,35
2,661,2,37
2,665,1,38
2,676,1,31
2,677,1,25
2,683,1,23
2,684,1,33
2,688,1,39
2,690,1,36
2,693,1,17
2,695,3,148
2,702,4,92
2,709,2,25
2,712,1,33
2,720,2,40
2,726,1,36
2,727,1,16
2,733,2,55
2,741,2,40
2,765,1,2
2,768,1,34
2,775,1,48
2,780,1,23
2,782,1,63
2,783,1,19
2,785,1,73
2,792,1,64
2,796,1,35
2,803,3,80
2,805,1,34
2,806,3,101
2,816,1,36
2,817,1,34
2,820,3,101
2,823,2,65
2,827,1,24
2,829,1,11
2,837,1,22
2,838,2,24
2,844,4,40
2,850,1,52
2,852,1,35
2,856,1,37
2,861,2,49
2,862,13,120
2,869,1,28
2,870,1,47
2,877,1,43
2,878,2,10
2,880,2,72
2,883,1,53
2,902,2,52
2,904,1,29
2,906,2,21
2,907,1,34
2,912,1,29
2,917,16,146
2,918,2,22
2,919,2,20
2,920,1,34
2,923,2,77
2,925,1,35
2,927,1,32
2,945,1,33
2,948,1,31
2,950,1,26
2,959,1,37
2,960,2,47
2,967,1,21
2,976,1,26
2,982,1,26
2,984,1,42
2,997,1,33
